Date,State,Confirmed,Recovered,Deaths
2020-02-23,"Santa Clara, CA",2,1,0
2020-02-23,"Boston, MA",1,0,0
2020-02-23,"Humboldt County, CA",1,0,0
2020-02-23,"Los Angeles, CA",1,0,0
2020-02-23,"Madison, WI",1,0,0
2020-02-23,"Orange, CA",1,0,0
2020-02-23,"Sacramento County, CA",1,0,0
2020-02-23,"San Antonio, TX",1,0,0
2020-02-23,"Seattle, WA",1,1,0
2020-02-23,"Tempe, AZ",1,0,0
2020-02-24,Unassigned Location (From Diamond Princess),36,0,0
2020-02-24,"Chicago, IL",2,2,0
2020-02-24,"San Benito, CA",2,0,0
2020-02-24,"San Diego County, CA",2,1,0
2020-02-24,"Santa Clara, CA",2,1,0
2020-02-24,"Boston, MA",1,0,0
2020-02-24,"Humboldt County, CA",1,0,0
2020-02-24,"Los Angeles, CA",1,0,0
2020-02-24,"Madison, WI",1,0,0
2020-02-24,"Orange, CA",1,0,0
2020-02-24,"Sacramento County, CA",1,0,0
2020-02-24,"San Antonio, TX",1,0,0
2020-02-24,"Seattle, WA",1,1,0
2020-02-24,"Tempe, AZ",1,0,0
2020-02-24,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-24,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-24,"Travis, CA (From Diamond Princess)",0,0,0
2020-02-25,Unassigned Location (From Diamond Princess),36,0,0
2020-02-25,"Chicago, IL",2,2,0
2020-02-25,"San Benito, CA",2,0,0
2020-02-25,"San Diego County, CA",2,1,0
2020-02-25,"Santa Clara, CA",2,1,0
2020-02-25,"Boston, MA",1,0,0
2020-02-25,"Humboldt County, CA",1,0,0
2020-02-25,"Los Angeles, CA",1,0,0
2020-02-25,"Madison, WI",1,0,0
2020-02-25,"Orange, CA",1,0,0
2020-02-25,"Sacramento County, CA",1,0,0
2020-02-25,"San Antonio, TX",1,0,0
2020-02-25,"Seattle, WA",1,1,0
2020-02-25,"Tempe, AZ",1,1,0
2020-02-25,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-25,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-25,"Travis, CA (From Diamond Princess)",0,0,0
2020-02-26,Unassigned Location (From Diamond Princess),42,0,0
2020-02-26,"Chicago, IL",2,2,0
2020-02-26,"San Benito, CA",2,0,0
2020-02-26,"San Diego County, CA",2,1,0
2020-02-26,"Santa Clara, CA",2,1,0
2020-02-26,"Boston, MA",1,0,0
2020-02-26,"Humboldt County, CA",1,0,0
2020-02-26,"Los Angeles, CA",1,0,0
2020-02-26,"Madison, WI",1,0,0
2020-02-26,"Orange, CA",1,0,0
2020-02-26,"Sacramento County, CA",1,0,0
2020-02-26,"San Antonio, TX",1,0,0
2020-02-26,"Seattle, WA",1,1,0
2020-02-26,"Tempe, AZ",1,1,0
2020-02-26,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-26,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-26,"Travis, CA (From Diamond Princess)",0,0,0
2020-02-27,Unassigned Location (From Diamond Princess),42,0,0
2020-02-27,"Chicago, IL",2,2,0
2020-02-27,"Sacramento County, CA",2,0,0
2020-02-27,"San Benito, CA",2,0,0
2020-02-27,"San Diego County, CA",2,1,0
2020-02-27,"Santa Clara, CA",2,1,0
2020-02-27,"Boston, MA",1,0,0
2020-02-27,"Humboldt County, CA",1,0,0
2020-02-27,"Los Angeles, CA",1,0,0
2020-02-27,"Madison, WI",1,0,0
2020-02-27,"Orange, CA",1,0,0
2020-02-27,"San Antonio, TX",1,0,0
2020-02-27,"Seattle, WA",1,1,0
2020-02-27,"Tempe, AZ",1,1,0
2020-02-27,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-27,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-27,"Travis, CA (From Diamond Princess)",0,0,0
2020-02-28,Unassigned Location (From Diamond Princess),44,0,0
2020-02-28,"Chicago, IL",2,2,0
2020-02-28,"Sacramento County, CA",2,0,0
2020-02-28,"San Benito, CA",2,0,0
2020-02-28,"San Diego County, CA",2,1,0
2020-02-28,"Santa Clara, CA",2,1,0
2020-02-28,"Boston, MA",1,1,0
2020-02-28,"Humboldt County, CA",1,0,0
2020-02-28,"Los Angeles, CA",1,0,0
2020-02-28,"Madison, WI",1,0,0
2020-02-28,"Orange, CA",1,0,0
2020-02-28,"San Antonio, TX",1,0,0
2020-02-28,"Seattle, WA",1,1,0
2020-02-28,"Tempe, AZ",1,1,0
2020-02-28,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-28,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-28,"Travis, CA (From Diamond Princess)",0,0,0
2020-02-29,Unassigned Location (From Diamond Princess),44,0,0
2020-02-29,"Seattle, WA",6,1,1
2020-02-29,"Santa Clara, CA",3,1,0
2020-02-29,"Chicago, IL",2,2,0
2020-02-29,"Sacramento County, CA",2,0,0
2020-02-29,"San Benito, CA",2,0,0
2020-02-29,"San Diego County, CA",2,1,0
2020-02-29,"Boston, MA",1,1,0
2020-02-29,"Humboldt County, CA",1,0,0
2020-02-29,"Los Angeles, CA",1,0,0
2020-02-29,"Madison, WI",1,0,0
2020-02-29,"Orange, CA",1,0,0
2020-02-29,"Portland, OR",1,0,0
2020-02-29,"San Antonio, TX",1,0,0
2020-02-29,"Snohomish County, WA",1,0,0
2020-02-29,"Tempe, AZ",1,1,0
2020-02-29,"Lackland, TX (From Diamond Princess)",0,0,0
2020-02-29,"Omaha, NE (From Diamond Princess)",0,0,0
2020-02-29,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-01,Unassigned Location (From Diamond Princess),44,0,0
2020-03-01,"Seattle, WA",9,1,1
2020-03-01,"Chicago, IL",3,2,0
2020-03-01,"Santa Clara, CA",3,1,0
2020-03-01,"Sacramento County, CA",2,0,0
2020-03-01,"San Benito, CA",2,0,0
2020-03-01,"San Diego County, CA",2,1,0
2020-03-01,"Snohomish County, WA",2,0,0
2020-03-01,"Boston, MA",1,1,0
2020-03-01,"Humboldt County, CA",1,0,0
2020-03-01,"Los Angeles, CA",1,0,0
2020-03-01,"Madison, WI",1,0,0
2020-03-01,"Orange, CA",1,0,0
2020-03-01,"Portland, OR",1,0,0
2020-03-01,"Providence, RI",1,0,0
2020-03-01,"San Antonio, TX",1,0,0
2020-03-01,"Tempe, AZ",1,1,0
2020-03-01,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-01,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-01,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-02,Unassigned Location (From Diamond Princess),45,0,0
2020-03-02,"King County, WA",14,1,5
2020-03-02,"Santa Clara, CA",9,1,0
2020-03-02,"Cook County, IL",4,2,0
2020-03-02,"Snohomish County, WA",4,0,1
2020-03-02,"Portland, OR",2,0,0
2020-03-02,"Providence, RI",2,0,0
2020-03-02,"Sacramento County, CA",2,0,0
2020-03-02,"San Benito, CA",2,0,0
2020-03-02,"San Diego County, CA",2,1,0
2020-03-02,"Boston, MA",1,1,0
2020-03-02,"Grafton County, NH",1,0,0
2020-03-02,"Hillsborough, FL",1,0,0
2020-03-02,"Humboldt County, CA",1,0,0
2020-03-02,"Los Angeles, CA",1,0,0
2020-03-02,"Madison, WI",1,0,0
2020-03-02,"New York City, NY",1,0,0
2020-03-02,"Orange, CA",1,0,0
2020-03-02,"Placer County, CA",1,0,0
2020-03-02,"San Antonio, TX",1,0,0
2020-03-02,"San Mateo, CA",1,0,0
2020-03-02,"Sarasota, FL",1,0,0
2020-03-02,"Sonoma County, CA",1,0,0
2020-03-02,"Tempe, AZ",1,1,0
2020-03-02,"Umatilla, OR",1,0,0
2020-03-02,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-02,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-02,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-03,Unassigned Location (From Diamond Princess),45,0,0
2020-03-03,"King County, WA",21,1,6
2020-03-03,"Santa Clara, CA",11,1,0
2020-03-03,"Snohomish County, WA",6,0,1
2020-03-03,"Cook County, IL",4,2,0
2020-03-03,"Fulton County, GA",2,0,0
2020-03-03,"Grafton County, NH",2,0,0
2020-03-03,"Hillsborough, FL",2,0,0
2020-03-03,"Providence, RI",2,0,0
2020-03-03,"Sacramento County, CA",2,0,0
2020-03-03,"San Benito, CA",2,0,0
2020-03-03,"San Diego County, CA",2,1,0
2020-03-03,"San Mateo, CA",2,0,0
2020-03-03,"Washington County, OR",2,0,0
2020-03-03," Norfolk County, MA",1,0,0
2020-03-03,"Berkeley, CA",1,0,0
2020-03-03,"Boston, MA",1,1,0
2020-03-03,"Humboldt County, CA",1,0,0
2020-03-03,"Los Angeles, CA",1,0,0
2020-03-03,"Madison, WI",1,1,0
2020-03-03,"Maricopa County, AZ",1,0,0
2020-03-03,"New York City, NY",1,0,0
2020-03-03,"Orange, CA",1,0,0
2020-03-03,"Placer County, CA",1,0,0
2020-03-03,"San Antonio, TX",1,0,0
2020-03-03,"Sarasota, FL",1,0,0
2020-03-03,"Sonoma County, CA",1,0,0
2020-03-03,"Tempe, AZ",1,1,0
2020-03-03,"Umatilla, OR",1,0,0
2020-03-03,"Wake County, NC",1,0,0
2020-03-03,"Westchester County, NY",1,0,0
2020-03-03,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-03,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-03,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-04,Unassigned Location (From Diamond Princess),45,0,0
2020-03-04,"King County, WA",31,1,9
2020-03-04,"Santa Clara, CA",11,1,0
2020-03-04,"Westchester County, NY",10,0,0
2020-03-04,"Snohomish County, WA",8,0,1
2020-03-04,"Los Angeles, CA",7,0,0
2020-03-04,"Cook County, IL",4,2,0
2020-03-04,"Orange County, CA",3,0,0
2020-03-04,"Fulton County, GA",2,0,0
2020-03-04,"Grafton County, NH",2,0,0
2020-03-04,"Hillsborough, FL",2,0,0
2020-03-04,"Placer County, CA",2,0,1
2020-03-04,"Providence, RI",2,0,0
2020-03-04,"Sacramento County, CA",2,0,0
2020-03-04,"San Benito, CA",2,0,0
2020-03-04,"San Diego County, CA",2,1,0
2020-03-04,"San Mateo, CA",2,0,0
2020-03-04,"Washington County, OR",2,0,0
2020-03-04," Norfolk County, MA",1,0,0
2020-03-04,"Berkeley, CA",1,0,0
2020-03-04,"Boston, MA",1,1,0
2020-03-04,"Contra Costa County, CA",1,0,0
2020-03-04,"Humboldt County, CA",1,0,0
2020-03-04,"Madison, WI",1,1,0
2020-03-04,"Maricopa County, AZ",1,0,0
2020-03-04,"New York City, NY",1,0,0
2020-03-04,"San Antonio, TX",1,0,0
2020-03-04,"Sarasota, FL",1,0,0
2020-03-04,"Sonoma County, CA",1,0,0
2020-03-04,"Tempe, AZ",1,1,0
2020-03-04,"Umatilla, OR",1,0,0
2020-03-04,"Wake County, NC",1,0,0
2020-03-04,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-04,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-04,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-05,"King County, WA",51,1,10
2020-03-05,Unassigned Location (From Diamond Princess),45,0,0
2020-03-05,"Santa Clara, CA",20,1,0
2020-03-05,"Snohomish County, WA",18,0,1
2020-03-05,"Westchester County, NY",18,0,0
2020-03-05,"Los Angeles, CA",11,0,0
2020-03-05,"Cook County, IL",5,2,0
2020-03-05,"New York City, NY",4,0,0
2020-03-05,"Orange County, CA",3,0,0
2020-03-05,"San Diego County, CA",3,1,0
2020-03-05,"Bergen County, NJ",2,0,0
2020-03-05,"Fulton County, GA",2,0,0
2020-03-05,"Grafton County, NH",2,0,0
2020-03-05,"Harris County, TX",2,0,0
2020-03-05,"Hillsborough, FL",2,0,0
2020-03-05,"Placer County, CA",2,0,1
2020-03-05,"Providence, RI",2,0,0
2020-03-05,"Sacramento County, CA",2,0,0
2020-03-05,"San Benito, CA",2,0,0
2020-03-05,"San Francisco County, CA",2,0,0
2020-03-05,"San Mateo, CA",2,0,0
2020-03-05,"Washington County, OR",2,0,0
2020-03-05," Norfolk County, MA",1,0,0
2020-03-05,"Berkeley, CA",1,0,0
2020-03-05,"Boston, MA",1,1,0
2020-03-05,"Clark County, NV",1,0,0
2020-03-05,"Contra Costa County, CA",1,0,0
2020-03-05,"Fort Bend County, TX",1,0,0
2020-03-05,"Grant County, WA",1,0,0
2020-03-05,"Humboldt County, CA",1,0,0
2020-03-05,"Madison, WI",1,1,0
2020-03-05,"Maricopa County, AZ",1,0,0
2020-03-05,"Queens County, NY",1,0,0
2020-03-05,"San Antonio, TX",1,0,0
2020-03-05,"Santa Rosa County, FL",1,0,0
2020-03-05,"Sarasota, FL",1,0,0
2020-03-05,"Sonoma County, CA",1,0,0
2020-03-05,"Tempe, AZ",1,1,0
2020-03-05,"Umatilla, OR",1,0,0
2020-03-05,"Wake County, NC",1,0,0
2020-03-05,"Williamson County, TN",1,0,0
2020-03-05,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-05,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-05,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-06,"King County, WA",58,1,12
2020-03-06,Unassigned Location (From Diamond Princess),45,0,0
2020-03-06,"Santa Clara, CA",20,1,0
2020-03-06,"Snohomish County, WA",19,0,1
2020-03-06,"Westchester County, NY",19,0,0
2020-03-06,"New York County, NY",16,0,0
2020-03-06,"Los Angeles, CA",13,0,0
2020-03-06,"Cook County, IL",5,2,0
2020-03-06,"Placer County, CA",5,0,1
2020-03-06,"Unassigned Location, WA",5,0,0
2020-03-06,"Contra Costa County, CA",3,0,0
2020-03-06,"Harris County, TX",3,0,0
2020-03-06,"Montgomery County, MD",3,0,0
2020-03-06,"Orange County, CA",3,0,0
2020-03-06,"San Diego County, CA",3,1,0
2020-03-06,"Suffolk County, MA",3,1,0
2020-03-06," Norfolk County, MA",2,0,0
2020-03-06,"Bergen County, NJ",2,0,0
2020-03-06,"Denver County, CO",2,0,0
2020-03-06,"Fulton County, GA",2,0,0
2020-03-06,"Grafton County, NH",2,0,0
2020-03-06,"Hillsborough, FL",2,0,0
2020-03-06,"Maricopa County, AZ",2,0,0
2020-03-06,"Providence, RI",2,0,0
2020-03-06,"Sacramento County, CA",2,0,0
2020-03-06,"San Benito, CA",2,0,0
2020-03-06,"San Francisco County, CA",2,0,0
2020-03-06,"San Mateo, CA",2,0,0
2020-03-06,"Summit County, CO",2,0,0
2020-03-06,"Washington County, OR",2,0,0
2020-03-06,"Berkeley, CA",1,0,0
2020-03-06,"Chatham County, NC",1,0,0
2020-03-06,"Clark County, NV",1,0,0
2020-03-06,"Delaware County, PA",1,0,0
2020-03-06,"Douglas County, NE",1,0,0
2020-03-06,"Fayette County, KY",1,0,0
2020-03-06,"Floyd County, GA",1,0,0
2020-03-06,"Fort Bend County, TX",1,0,0
2020-03-06,"Grant County, WA",1,0,0
2020-03-06,"Humboldt County, CA",1,0,0
2020-03-06,"Madison, WI",1,1,0
2020-03-06,"Marion County, IN",1,0,0
2020-03-06,"Middlesex County, MA",1,0,0
2020-03-06,"Nassau County, NY",1,0,0
2020-03-06,"Norwell County, MA",1,0,0
2020-03-06,"Ramsey County, MN",1,0,0
2020-03-06,"San Antonio, TX",1,0,0
2020-03-06,"Santa Rosa County, FL",1,0,0
2020-03-06,"Sarasota, FL",1,0,0
2020-03-06,"Sonoma County, CA",1,0,0
2020-03-06,"Tempe, AZ",1,1,0
2020-03-06,"Umatilla, OR",1,0,0
2020-03-06,"Wake County, NC",1,0,0
2020-03-06,"Washoe County, NV",1,0,0
2020-03-06,"Wayne County, PA",1,0,0
2020-03-06,"Williamson County, TN",1,0,0
2020-03-06,"Yolo County, CA",1,0,0
2020-03-06,"Lackland, TX (From Diamond Princess)",0,0,0
2020-03-06,"Omaha, NE (From Diamond Princess)",0,0,0
2020-03-06,"Travis, CA (From Diamond Princess)",0,0,0
2020-03-07,"King County, WA",71,1,15
2020-03-07,"Westchester County, NY",57,0,0
2020-03-07,Unassigned Location (From Diamond Princess),45,0,0
2020-03-07,"Santa Clara County, CA",32,1,0
2020-03-07,"Snohomish County, WA",27,0,1
2020-03-07,Grand Princess Cruise Ship,21,0,0
2020-03-07,"Los Angeles, CA",14,0,0
2020-03-07,"New York County, NY",11,0,0
